"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","city"
2014-06-17,840000,3,2,2280,10900,1,0,0,4,1780,390,1964,0,"am"
2014-07-01,673476.818182,4,2.5,2610,10083,2,0,0,3,2610,0,1987,2000,"ap"
2014-05-05,4e+05,4,1.75,1600,10304,1,0,0,4,1730,0,1961,2001,"au"
2014-06-26,827000,3,3,3050,30007,1,0,0,3,1890,1150,1981,2013,"aj"
2014-06-25,346500,3,1,960,8182,1,0,0,4,960,0,1949,1983,"ai"
2014-06-30,337000,3,1,1150,5402,2,0,0,3,1150,0,2013,1923,"aa"
2014-05-23,388000,3,2.25,1410,4500,2,0,0,4,1413,0,1982,0,"aa"
2014-06-19,435000,2,1,1260,3825,1.5,0,0,3,1300,0,1948,1994,"aa"
2014-06-11,8e+05,4,3.5,2690,5875,3,0,0,4,2690,0,1902,0,"aa"
2014-06-20,790000,4,1.75,2160,4923,1,0,0,5,1230,860,1924,0,"aa"
2014-05-06,272000,3,1.5,1180,2500,2,0,0,3,1212,0,2000,0,"am"
2014-07-07,282766.666667,3,1.5,1950,8426,2,0,0,4,1960,0,1988,0,"ay"
2014-05-06,407000,4,2.5,2600,9292,1,0,0,4,1590,1020,1973,0,"ba"
2014-05-27,1600000,4,3.25,2980,3200,2,0,0,3,2060,800,2008,0,"aa"
2014-05-14,155000,3,1,860,10270,1,0,0,3,870,0,1981,2013,"af"
2014-07-08,673000,4,2.25,2500,8170,2,0,0,4,2470,0,1977,0,"av"
2014-05-20,317061.875,3,2,1480,7225,1,0,0,4,1500,0,1970,0,"ad"
2014-06-23,560000,3,2.5,2930,10254,2,0,0,3,2980,0,1990,2009,"ag"
2014-05-22,240015.333333,3,2,2030,6600,1,0,0,3,1700,320,1987,2000,"al"
2014-06-27,229800,2,1,1020,8100,1,0,0,3,1030,0,1948,1994,"ai"
2014-05-20,0,5,4,4210,11023,1,0,2,3,2070,2000,2005,0,"av"
2014-06-03,770000,3,1,910,6240,1,0,0,3,910,0,1942,2002,"aa"
2014-06-25,597326,4,2.5,1960,2175,2.5,0,3,3,1750,290,1987,2000,"aa"
2014-07-09,737000,3,1.75,2610,4800,1.5,0,0,3,1450,1200,1928,1954,"aa"
2014-06-04,470000,2,1.5,1200,1575,3,0,0,3,1040,220,1986,0,"ac"
2014-05-12,1575000,4,3.5,3900,9778,1.5,0,4,3,2690,1080,2013,1923,"aa"
2014-06-09,365000,4,2.5,2310,4000,2,0,0,3,2303,0,1997,0,"ad"
2014-07-09,495000,2,1,910,3500,1,0,0,3,910,0,1940,1969,"aa"
2014-06-16,378000,3,2.5,2210,4000,2,0,0,3,2140,0,2000,0,"aq"
2014-05-20,978000,6,5.5,8670,219542,2,0,0,3,8020,4130,2013,1923,"ap"
2014-07-02,552000,3,2.25,1340,2500,2,0,0,4,1370,0,1987,2011,"aa"
2014-05-07,314500,2,1,850,6174,1.5,0,0,3,850,0,1927,2002,"aa"
2014-05-21,556000,4,4.25,2360,5400,2,0,0,3,2360,0,2008,0,"au"
2014-06-25,386000,4,2.25,1760,8400,2,0,0,4,1760,0,1964,0,"ad"
2014-07-09,340000,8,2,2120,15000,1,0,0,4,1940,400,1959,0,"ai"
2014-06-17,325000,3,2.25,1347,21000,2,0,0,3,1340,0,1983,2009,"bg"
2014-05-27,673476.818182,3,3,2810,10254,2,0,0,3,2800,0,1993,0,"ap"
2014-05-28,681000,3,2.5,2980,6536,2,0,0,3,2950,0,2008,0,"ag"
2014-06-30,550000,3,1.75,1840,10032,1,0,0,3,1400,500,1977,2004,"ae"
2014-07-08,970000,4,3.25,3110,3850,2,0,0,3,2730,300,1999,0,"aa"
2014-05-23,527550,3,1,1450,3402,1.5,0,0,3,1370,130,1927,2013,"aa"
2014-05-13,780000,4,3.5,3500,6184,2,0,0,3,3400,0,1964,2000,"aa"
2014-06-03,548000,3,1.75,1760,7897,1,0,0,4,2000,0,1951,1999,"aa"
2014-06-04,791000,2,2.5,2070,4185,1.5,0,0,5,1320,730,1931,0,"aa"
2014-06-18,545500,2,2.5,1785,3354,2,0,0,3,1780,0,2005,0,"am"
2014-06-02,3e+05,4,2.5,2070,8601,2,0,0,3,2070,0,1996,0,"bd"
2014-06-16,285500,3,1,1100,8580,1,0,0,3,1100,0,1961,2004,"ad"
2014-07-01,820000,3,2.75,2700,5477,1.5,0,0,5,1840,800,1923,0,"aa"
2014-05-29,650880,2,1.75,1940,6000,1,0,0,5,900,960,1958,0,"aa"
2014-06-27,1195000,4,3.75,3520,5800,1.5,0,0,4,2180,1290,1953,1983,"aa"
2014-05-27,465000,4,2.75,2220,10000,1,0,0,5,1470,760,1954,0,"aa"
2014-05-20,409316,3,1,1330,7700,1,0,1,4,860,420,1953,1983,"ai"
2014-06-26,254600,3,1.5,1580,10409,1,0,0,4,1140,480,1981,0,"az"
2014-05-14,107500,2,1,930,2640,1.5,0,0,3,960,0,1976,0,"ax"
2014-07-02,411000,4,2,2020,8424,2,0,0,4,2000,0,1981,0,"ad"
2014-06-03,440000,3,1,1050,6700,1,0,0,4,1050,0,1900,1988,"aa"
2014-05-16,135333.333333,2,1,630,4222,1,0,0,4,590,0,1969,0,"an"
2014-06-07,385200,3,2,1463,868,2,0,0,3,1140,360,2005,0,"aa"
2014-06-26,755000,4,2.5,2660,10800,2,0,0,3,2660,0,1988,2000,"am"
2014-05-05,770000,3,1.5,2680,4800,2,0,0,5,1860,810,1917,0,"aa"
2014-05-15,3e+05,3,2.25,1970,12381,1,0,0,4,1890,0,1958,1972,"ad"
2014-06-12,350000,2,1.75,750,1241,2,0,0,4,740,200,1926,1993,"aa"
2014-05-15,263000,3,2.5,1850,13042,1,0,0,4,1770,310,1958,1972,"ac"
2014-05-08,134000,4,1,1200,22334,1.5,0,0,3,1200,0,1910,2011,"ba"
2014-07-01,370000,2,1,1230,4377,1,0,0,3,1150,0,1967,2011,"aa"
2014-05-06,407000,4,2.25,2270,16921,2,0,0,4,2290,0,1969,0,"az"
2014-05-21,332500,4,2.5,2100,6807,2,0,0,3,2090,0,1995,0,"af"
2014-05-27,455500,2,1,1320,5400,1,0,0,3,1470,0,1955,2005,"am"
2014-06-05,385000,4,1.75,2010,9000,1,0,0,3,1820,340,1960,2012,"au"
2014-05-15,312000,3,1,1370,9600,1,0,0,3,1350,0,1954,2005,"aa"
2014-07-02,480000,3,2.75,1580,1326,3,0,0,4,1463,0,1989,2011,"aa"
2014-05-16,2e+06,6,4.25,6640,130017,1.5,0,1,5,5330,0,1935,0,"ag"
2014-05-28,306000,2,2.25,1530,15641,2,0,0,3,1560,0,1987,2000,"ao"
2014-05-05,670000,4,4,1960,4000,2,0,3,4,1960,0,1987,0,"aa"
2014-05-08,636000,4,2.5,1680,1545,2,0,0,4,1220,500,1953,1983,"ac"
2014-05-07,460000,4,1.75,1600,17335,1,0,0,5,1220,380,1955,0,"aa"
2014-06-03,206000,3,1,1010,1204,2,0,0,3,720,0,2005,0,"aa"
2014-06-27,415000,3,2,1240,10530,1,0,0,3,1300,0,1984,0,"am"
2014-07-10,657500,4,2,2800,4750,1,0,0,4,1550,1330,1962,0,"ai"
2014-06-03,770000,3,1.75,2430,4000,1,0,0,3,1190,1210,1947,2011,"aa"
2014-05-12,615000,3,1.5,1830,6000,1.5,0,0,5,1690,0,1939,0,"aa"
2014-06-25,905000,4,2.5,3360,8930,2,0,0,3,3350,0,2006,0,"am"
2014-07-08,0,4,4.25,5340,40202,2,1,3,3,4570,950,1993,0,"ag"
2014-05-07,535000,5,2.75,2820,5203,2,0,0,3,2820,0,2009,0,"ah"
2014-07-08,326500,2,1,800,7260,1,0,0,4,800,0,1949,1985,"aa"
2014-05-08,375000,5,2.5,2240,3712,2,0,0,3,2110,140,2001,0,"ad"
2014-06-19,703000,3,2.75,2770,5686,1,0,0,5,1690,1070,1940,0,"aa"
2014-06-04,640000,3,2.5,2410,9750,1,0,0,3,1620,800,1981,2013,"ag"
2014-07-09,570000,3,3.25,2340,5348,2,0,0,3,2340,0,2004,2003,"au"
2014-05-28,925000,3,3.25,3250,12600,1.5,0,0,3,2600,750,2001,0,"ae"
2014-07-08,517000,3,3.5,1720,9600,1,0,0,5,1980,0,1958,0,"aa"
2014-06-03,4e+05,3,2.5,1920,9625,2,0,0,3,1920,0,1994,0,"ay"
2014-05-30,715000,3,1.5,1720,8400,2,0,0,3,1720,0,1921,2001,"ae"
2014-05-06,345000,2,1,920,4095,1.5,0,0,4,950,0,1925,1968,"aa"
2014-07-02,339950,3,2.5,2110,7484,2,0,0,3,2110,0,2012,1912,"az"
2014-05-19,215000,3,1.75,950,8012,1,0,0,4,950,0,1945,0,"ak"
2014-06-06,835000,4,2.75,4150,7089,2.5,0,0,3,3336,870,2008,0,"aa"
2014-05-16,490000,4,2,1690,4160,1.5,0,0,4,1260,350,1939,1991,"aa"
2014-05-23,556000,3,2,2030,5000,1.5,0,0,4,1890,0,1901,0,"aa"
2014-06-12,1240000,4,2.5,3220,7500,2,0,0,4,3220,0,1987,0,"ac"
2014-06-17,329333.333333,2,2.5,1590,4000,2,0,0,3,1600,0,2002,0,"au"
2014-06-10,695000,3,2.5,3000,5400,2,0,0,3,2990,0,2006,0,"aw"
2014-05-16,410000,3,2.5,2320,9701,2,0,0,3,2320,0,1988,2000,"az"
2014-06-27,397000,3,3.5,2100,4905,2,0,0,3,1510,600,2008,0,"ay"
2014-07-10,355000,4,2.5,2150,12236,1,0,0,4,1940,320,1962,0,"ad"
2014-06-06,1300000,4,3.5,3530,5131,2,0,3,4,2350,1030,1937,0,"aa"
2014-06-24,289000,4,2.5,2390,11375,1,0,0,3,1590,850,1967,2011,"ad"
2014-05-14,265000,3,2.5,1440,8102,1,0,0,4,1460,0,1988,0,"bf"
2014-06-06,585000,4,1.75,2580,9162,1,0,0,3,1240,1260,1939,1969,"ba"
2014-06-11,0,5,2.5,2740,53898,1,0,0,3,1510,1140,1924,2003,"aq"
2014-06-09,539950,3,1,910,4750,1.5,0,0,3,910,0,1948,1994,"aa"
2014-06-04,4e+05,3,2.5,1870,6607,2,0,0,3,1870,0,1994,0,"aq"
2014-06-10,310000,3,2,1050,6000,1,0,0,4,950,100,1942,1982,"aa"
2014-06-12,784000,4,3.5,4000,35889,2,0,0,3,2530,1290,1981,2013,"ag"
2014-05-21,525000,2,1,820,4850,1,0,2,3,830,300,1955,1984,"aa"
2014-06-16,465000,3,2,2220,10275,2,0,0,3,1640,580,1931,0,"aa"
2014-05-09,532000,4,1.75,1900,7200,1,0,0,5,1740,300,1952,1998,"am"
2014-06-30,457000,4,3.5,3130,10688,2,0,0,3,3020,0,2006,0,"ai"
2014-05-29,685000,3,1.75,1940,6000,1,0,0,5,1150,800,1919,0,"aa"
2014-05-14,470000,5,2.5,2520,15002,1,0,0,4,1470,1090,1973,0,"au"
2014-06-15,506000,4,2.5,1950,6107,2,0,0,3,1950,0,1988,2000,"ap"
2014-05-12,642000,3,2.5,2460,10000,1,0,0,3,1400,1230,1958,2004,"ac"
2014-05-29,402000,2,1,940,4000,1,0,0,4,960,0,1924,0,"aa"
2014-05-28,157500,3,1,1080,9450,1,0,0,4,1080,0,1958,1972,"ar"
2014-06-04,437000,3,1,980,4500,1.5,0,0,3,980,0,1928,1954,"aa"
2014-06-06,445000,4,2,1470,5350,1,0,0,5,960,540,1942,0,"aa"
2014-05-23,335000,4,2.75,1980,6156,2,0,0,3,2090,0,1999,0,"af"
2014-05-02,367500,4,1.75,1590,28600,1,0,3,4,1450,0,1962,0,"az"
2014-05-16,5e+05,3,2.5,2100,6970,2,0,0,3,2100,0,1978,0,"aa"
2014-07-09,635000,4,3,2910,8159,2,0,2,3,2910,0,1999,0,"ap"
2014-06-23,649000,3,2.5,1850,2875,3,0,0,3,1850,0,2004,2003,"aa"
2014-07-07,295000,2,1,870,1801,2,0,0,3,880,0,1985,0,"az"
2014-07-07,437500,4,2.5,2150,3143,1,0,1,3,1340,820,1921,1954,"aa"
2014-05-16,377500,3,2.25,1280,949,3,0,0,4,1260,0,1943,0,"aa"
2014-05-13,225000,2,1,1040,6535,1,0,0,5,1040,0,1938,0,"af"
2014-06-26,359000,3,1.5,1550,15330,1,0,0,5,980,480,1958,0,"am"
2014-06-23,362300,3,2.5,3040,7232,1,0,0,5,1700,1320,1968,0,"ad"
2014-07-01,401000,4,2.5,4230,17826,2,0,2,3,3930,0,1992,0,"aq"
2014-07-08,469950,3,1.5,1830,6000,1.5,0,0,5,1940,0,1905,0,"aa"
2014-05-08,569000,3,2,1660,6000,1.5,0,0,4,1200,490,1932,1958,"aa"
2014-05-19,366500,3,2.25,1180,1249,2,0,0,3,1180,0,2005,0,"aa"
2014-05-12,1300000,5,2.25,2870,4000,1,0,0,3,1650,1220,1991,0,"aa"
2014-05-16,377500,5,3,3470,18804,2,0,0,3,2490,1130,1996,0,"aj"
2014-06-17,405000,2,1,1320,1824,1.5,0,0,4,980,300,1906,1990,"aa"
2014-05-08,266000,3,2.5,1780,7324,2,0,0,3,1780,0,1994,0,"ax"
2014-06-30,1309500,4,2.25,2360,14630,2,0,3,4,1690,720,1981,0,"be"
2014-06-12,2250000,6,4.75,4860,4443,2,0,3,3,3020,1620,2014,0,"aa"
2014-05-13,330000,3,2.5,1480,1369,2,0,0,3,1180,290,2007,0,"aa"
2014-06-11,355000,1,1.75,1230,20339,1,0,0,4,1230,0,1948,0,"ad"
2014-05-23,670500,3,3,2620,35362,1,0,0,3,2460,0,1977,2004,"aj"
2014-06-24,1250000,0,0,1640,5400,2,0,0,4,1660,0,1945,0,"ab"
2014-05-08,441750,3,1.75,1260,11502,1,0,0,3,1260,0,1973,2013,"ae"
2014-05-07,375000,4,2,2400,18768,1,0,0,5,1670,800,1969,0,"aj"
2014-05-20,380000,5,3.5,2800,5682,2,0,0,3,2795,0,2006,0,"af"
2014-06-24,236000,3,1,1320,7341,1,0,0,3,1320,0,1958,2004,"ad"
2014-06-19,399888,3,1,1460,6500,1,0,0,3,1490,0,1953,0,"ai"
2014-05-15,1255000,4,3,3810,10920,1,0,0,4,2520,1480,1957,2001,"av"
2014-05-22,6e+05,4,2.5,2560,7636,2,0,0,3,2560,0,1991,0,"ap"
2014-05-19,755000,5,1.5,2680,4000,2,0,0,3,2675,0,1903,2005,"aa"
2014-06-10,659500,3,1.75,2050,3933,1,0,0,5,1160,930,1958,0,"aa"
2014-05-08,266000,3,2.5,2030,7900,1,0,0,4,1230,800,1975,0,"aq"
2014-07-03,290000,3,1,930,9798,1,0,0,5,940,0,1982,0,"ay"
2014-05-28,254000,3,1.5,1470,19901,1,0,0,4,1490,0,1968,0,"ay"
2014-06-25,260000,2,1,930,846,2,0,0,3,630,0,2014,0,"aa"
2014-07-09,560000,3,2.5,1990,10086,2,0,0,3,1980,0,1988,2000,"am"
2014-05-28,544500,4,1.75,1940,5820,1.5,0,0,5,1790,290,1918,0,"aa"
2014-07-08,479000,3,2.25,1470,1445,2,0,0,3,980,500,2005,0,"ap"
2014-05-14,1058000,3,2.5,2730,3560,2,0,0,3,2180,0,1999,0,"aa"
2014-06-17,667500,4,2.5,2496,10083,2,0,0,3,2490,0,1996,0,"am"
2014-06-09,265000,3,2.25,1590,8281,1,0,0,3,1790,0,1984,0,"az"
2014-06-09,625000,4,3.5,4690,17826,2,0,2,3,3740,910,2007,0,"ab"
2014-07-01,349500,4,2.5,2250,5000,2,0,0,3,2250,0,2005,0,"ay"
2014-06-11,588000,4,2.5,2910,7420,2,0,0,3,2910,0,2004,2003,"ad"
2014-06-03,437000,3,1.75,1840,9000,1,0,0,3,1800,290,1982,0,"ab"
2014-06-06,5e+05,4,1,1660,2566,1,0,0,5,820,850,1943,0,"aa"
2014-06-10,695000,3,2,2910,6600,1,0,3,5,1640,1140,1947,0,"aa"
2014-06-12,294000,4,2.5,2210,6080,2,0,0,3,2210,0,2009,0,"az"
2014-06-02,568500,3,2.25,2340,8800,2,0,0,3,2420,0,1983,2009,"ag"
2014-05-21,3e+05,2,1,970,8280,1,0,0,3,970,0,1947,2011,"aa"
2014-07-02,895000,5,3.5,3620,18897,2,0,0,3,2630,870,2003,0,"aa"
2014-06-01,459000,3,1.75,1420,5120,1,0,0,5,1070,270,1951,0,"aa"
2014-05-09,604000,4,2.5,2260,12032,2,0,0,4,2310,0,1990,0,"am"
2014-07-01,650000,3,2,1880,3800,1,0,0,4,1100,760,1918,1985,"aa"
2014-05-05,415000,3,2.5,1540,1131,3,0,0,3,1405,400,2007,0,"aa"
2014-05-12,360000,3,2.25,1640,14374,1,0,0,4,1780,0,1963,0,"ad"
2014-06-11,476000,4,2.5,2330,35073,2,0,0,3,2330,0,1989,0,"aj"
2014-06-06,969990,4,4.25,3920,8391,2,0,0,3,2550,1380,1984,0,"ae"
2014-05-13,375000,3,2.5,1720,6194,1,0,0,5,1410,400,1954,0,"ac"
2014-07-07,775000,4,2.5,2990,9375,2,0,2,4,3110,0,1968,0,"ag"
2014-06-16,792500,3,2.75,3290,108900,1,0,0,4,3150,0,1975,0,"aj"
2014-05-02,4e+05,3,2.5,1960,3211,2,0,0,3,1960,0,2004,2003,"ay"
2014-06-09,367300,3,2,1660,7757,1,0,1,5,1030,580,1974,0,"ae"
2014-05-22,259000,3,1.75,1370,7622,2,0,0,2,1350,0,1985,0,"aq"
2014-06-04,132500,2,1,980,25000,1,0,0,4,980,0,1942,2007,"aq"
2014-05-09,415000,3,2.75,2340,6031,2,0,0,3,2340,0,2011,0,"ad"
2014-05-28,555000,4,1.75,2180,3870,1.5,0,0,3,1260,880,1927,2002,"aa"
2014-05-08,207000,3,1,1490,8995,1,0,0,3,1560,0,1962,2004,"az"
2014-06-17,475000,3,2.25,2670,42180,2,0,0,4,2670,0,1973,0,"ag"
2014-06-24,672500,3,2.25,2675,8866,2,0,0,3,2680,0,1991,0,"ag"
2014-05-05,366750,2,1,1640,9630,1,0,0,2,1010,580,1987,0,"ag"
2014-06-18,322500,4,2.75,1880,10051,1,0,0,5,1900,0,1975,0,"ad"
2014-05-23,552000,2,1.75,1420,4032,1,0,0,5,1070,220,1919,1970,"aa"
2014-06-30,255000,2,1,900,9400,1,0,2,3,900,0,1947,2012,"ai"
2014-05-06,609000,4,2.5,2920,5500,1,0,0,3,1460,1500,1959,1989,"am"
2014-06-10,250000,5,1.75,1750,8750,1,0,0,5,1720,0,1973,0,"af"
2014-05-23,9e+05,4,3,3480,9400,1,0,2,4,1970,1610,1969,0,"aa"
2014-05-28,635000,3,1.75,1380,3850,1,0,0,5,910,500,1919,0,"aa"
2014-05-14,107500,2,1,820,2640,1,0,1,3,810,0,1910,2006,"aa"
2014-06-24,1250000,3,2,2360,2691,1.5,0,0,4,1870,400,1924,0,"aa"
2014-05-08,230000,3,2.5,1190,2174,3,0,0,3,1210,0,2005,0,"aa"
2014-06-11,240000,4,1,1810,7665,1,0,0,3,1830,0,1956,2000,"ak"
2014-05-21,420850,2,1,1050,4000,1.5,0,0,3,1100,0,1926,1982,"aa"
2014-06-10,650000,4,2.25,2710,6180,2,0,0,4,2710,0,1928,0,"aa"
2014-05-07,425000,3,2,980,3000,1.5,0,0,5,990,0,1910,1970,"aa"
2014-06-24,625000,2,2,1570,3000,1.5,0,0,5,1440,270,1921,0,"aa"
2014-07-07,282508.888889,4,2,1880,7738,1.5,0,0,3,1320,500,1923,1998,"bd"
2014-05-20,467000,1,1.75,1990,6909,2,0,0,3,1995,0,1920,1948,"aa"
2014-06-16,429000,3,2.5,1410,1419,2,0,0,3,980,310,2008,0,"aa"
2014-05-15,316500,3,2.25,1490,31626,2,0,0,4,1480,0,1986,0,"ao"
2014-07-09,561000,4,1,1410,6743,1,0,0,4,1510,0,1906,1990,"aa"
2014-06-23,775000,4,3,3910,85728,2,0,0,3,3180,390,1983,2009,"ak"
2014-05-23,625000,4,2.5,3550,13900,2,0,0,3,3530,0,1995,0,"aj"
2014-05-15,349950,3,1.75,2150,435600,1.5,0,0,3,2040,0,1983,2009,"bd"
2014-06-23,290000,3,1,1210,6134,2,0,0,3,1080,160,1980,0,"ar"
2014-05-06,280000,3,1.5,1340,11088,1,0,0,4,1340,0,1971,0,"ad"
2014-06-23,685000,3,2.5,2770,43091,2,0,0,3,2770,0,1990,2009,"ag"
2014-05-15,3e+05,2,1,1140,8153,1,0,0,3,1120,0,1948,1994,"ai"
2014-05-06,136500,3,1.5,1200,16344,1,0,0,3,1200,0,1960,2012,"aq"
2014-06-30,963000,5,4,3530,5040,2,0,4,3,2610,900,2013,1923,"aa"
2014-05-27,465000,3,2.25,1630,7221,1,0,0,5,1110,510,1976,0,"ad"
2014-06-10,695000,3,2.5,2550,13435,2,0,0,4,2550,0,1989,0,"ag"
2014-06-25,299950,2,1,740,1801,2,0,0,3,730,0,2007,0,"aa"
2014-06-04,375000,3,1.5,1690,3000,1,0,0,5,840,880,1943,0,"aa"
2014-06-26,775000,3,3,3060,219978,1.5,0,1,4,3580,0,1968,0,"aj"
2014-06-09,265000,3,1.75,1440,6250,1,0,0,3,990,440,1949,1998,"aa"
2014-07-09,590000,4,3.25,3360,57499,2,0,0,3,3350,0,2007,0,"bg"
2014-05-27,535000,5,2.25,3206,6473,1,0,3,5,1750,1600,1968,0,"aa"
2014-05-29,645000,2,1.75,1330,3870,1,0,0,5,770,700,1924,1984,"aa"
2014-05-12,235000,2,1,1200,4373,1,0,0,4,1150,0,1969,0,"an"
2014-06-04,280000,1,0.75,420,12120,1,0,0,3,380,0,1980,0,"aq"
2014-05-14,1058000,3,4,4380,18500,1,0,0,3,3100,2030,1961,2004,"av"
2014-06-06,360000,3,1,1070,11802,1.5,0,0,3,1070,0,1941,1996,"aa"
2014-06-04,658588,3,2.25,2610,40910,2,0,0,3,2610,0,1985,0,"ap"
2014-05-13,0,4,2.25,2192,12128,2,0,0,3,2170,120,1990,2009,"aq"
2014-07-09,237950,4,2,1300,60548,1.5,0,0,4,860,440,1953,1983,"aa"
2014-06-24,171758.333333,3,1,1200,9265,1,0,0,3,1200,0,1969,2010,"az"
2014-07-10,355000,4,1.75,1360,4840,1,0,0,4,630,530,1925,1968,"aa"
2014-06-15,269950,3,1,1280,7566,1,0,0,4,1300,0,1963,0,"ad"
2014-05-27,329000,4,2.5,2303,3680,2,0,0,3,2310,0,2014,0,"af"
2014-05-08,237333.333333,3,2.25,1440,8366,1,0,0,4,1490,0,1974,0,"az"
2014-06-16,685000,4,3,3150,9130,2,0,0,3,3150,0,2006,0,"ak"
2014-07-01,321000,2,1,1080,4200,1,0,0,4,720,360,1931,0,"aa"
2014-06-12,850000,4,3.5,2500,6000,2,0,0,3,2456,330,2013,1923,"ap"
2014-07-02,851000,4,2.5,2520,4000,2.5,0,0,4,2510,0,2000,0,"ad"
2014-05-07,599999,3,2.5,3240,5283,2,0,0,3,3220,0,2012,1912,"ah"
2014-06-25,330000,3,2.5,1601,2788,2,0,0,3,1584,0,2012,1912,"ap"
2014-06-20,395000,3,1,1770,81021,1.5,0,0,3,1890,0,1911,1986,"ap"
2014-06-19,619850,4,2.5,2450,28405,2,0,0,3,2490,0,1989,0,"ap"
2014-06-03,440000,2,1,1260,6600,1,0,2,3,1090,180,1911,1993,"aa"
2014-06-19,558000,3,1.5,1900,7200,1,0,0,4,1290,670,1957,2001,"ad"
2014-05-16,250000,3,2,1900,8632,1,0,0,4,1120,810,1973,0,"af"
2014-06-30,132250,4,2.25,1680,306848,1.5,0,0,4,1640,0,1960,2001,"aq"
2014-07-01,205000,2,1,920,7692,1,0,0,4,940,0,1955,2009,"ac"
2014-05-23,360000,4,2.75,2270,10319,2,0,0,3,2280,0,1994,0,"ad"
2014-06-20,640000,4,2.5,2090,5616,2,0,1,3,2100,0,1987,2000,"ae"
2014-05-09,280950,3,1.75,1580,7500,1,0,0,4,1490,0,1974,0,"ad"
2014-05-30,384950,3,2.5,2600,9994,1,0,0,4,1570,1020,1945,0,"ai"
2014-06-11,495000,4,2.5,2440,9928,2,0,0,3,2440,0,2001,0,"ad"
2014-05-14,450000,3,2.25,1970,9055,1,0,0,3,1540,160,1956,2001,"aj"
2014-05-24,347000,3,1,1010,7790,1,0,0,5,1010,0,1966,0,"ae"
2014-06-18,711000,4,2.25,2280,4080,1.5,0,0,4,1450,700,1931,0,"aa"
2014-05-21,668750,4,2,2150,42689,1.5,0,0,4,2200,0,1965,0,"aj"
2014-05-20,206000,4,1.5,2550,33740,1,0,0,3,1750,850,1953,0,"aa"
2014-06-19,775000,4,2.5,2300,6775,1,0,0,5,1700,620,1942,0,"aa"
2014-06-26,8e+05,3,2.5,2860,209523,2,0,0,4,2830,0,1983,2011,"ak"
2014-05-04,628000,4,2.5,2920,5500,2,0,0,3,2910,0,2007,0,"aa"
2014-05-14,8e+05,4,2.5,2730,6000,2,0,0,5,1990,500,1945,0,"aa"
2014-07-08,245000,4,3.5,2370,37011,1,0,0,3,2430,0,1963,2008,"as"
2014-06-26,224000,3,1.5,1620,8911,1,0,0,4,1590,0,1956,0,"ak"
2014-05-15,3e+05,3,2.25,1590,37904,2,0,0,4,1590,0,1987,0,"af"
2014-06-25,265950,3,2.25,1780,2958,2,0,0,3,1790,0,1994,0,"ad"
2014-05-12,156000,2,1,1040,9350,1,0,0,4,1040,0,1948,0,"aa"
2014-05-28,9e+05,4,2.5,2300,3560,1.5,0,0,4,1690,580,1926,1993,"aa"
2014-06-25,690500,5,3,4050,13800,2,0,0,3,4140,0,2006,0,"af"
2014-06-11,349000,3,2.5,1430,1425,2,0,0,3,1180,270,2010,0,"aa"
2014-06-24,329950,3,2.5,1950,9625,2,0,0,3,1960,0,2005,0,"ay"
2014-07-03,240000,3,2,1750,7926,1,0,0,4,1300,560,1969,0,"af"
2014-05-23,275000,3,2.5,1720,3012,2,0,0,3,1720,140,1997,0,"ad"
2014-07-09,749000,4,2.25,2500,5453,1.5,0,2,3,2230,0,1928,1954,"aa"
2014-06-25,235000,3,1,1300,1192,3,0,0,3,1240,0,2005,0,"aa"
2014-05-24,479000,3,1.75,1620,1596,2,0,0,3,1380,310,2004,2003,"aa"
2014-05-08,988500,4,4,5330,5750,2,0,0,3,3860,1760,2008,0,"ae"
2014-05-07,690000,3,2.5,1680,4500,1,0,0,3,1030,600,1994,0,"aa"
2014-07-08,1135250,4,2.5,2310,4020,2,0,0,4,2280,0,1925,1968,"aa"
2014-05-20,309000,2,1,790,5995,1,0,0,2,790,0,1955,0,"aa"
2014-05-27,477000,3,1,1280,1323,3,0,0,3,1290,0,2000,0,"aa"
2014-07-10,279000,3,1,1370,8700,1,0,0,3,940,370,1972,2002,"az"
2014-05-09,536000,5,3.5,3200,58806,2,0,2,3,3180,0,2002,0,"ad"
2014-06-17,840000,4,2.5,3190,21904,2,0,0,3,3190,0,1996,0,"aj"
2014-05-05,210000,3,1,1060,9600,1,0,1,3,1060,0,1953,0,"bj"
2014-05-19,690000,4,2.5,3010,7014,2,0,0,3,3001,0,1995,0,"aa"
2014-05-13,635000,4,2,2560,3400,1.5,0,0,5,1640,940,1925,0,"aa"
2014-06-19,220083.333333,4,2,1450,7200,1,0,0,4,1410,400,1940,2001,"aa"
2014-06-27,0,2,1,780,7623,1,0,0,5,770,0,1949,0,"ak"
2014-06-06,1300000,4,3.5,3010,4360,2,0,0,5,1940,1030,1925,0,"aa"
2014-07-08,148000,2,2,1390,4482,2,0,0,3,1320,0,1980,0,"ar"
2014-05-13,1105000,3,2.5,2200,3560,2,0,0,4,2110,0,1951,1999,"aa"
2014-06-30,935000,4,3,3320,9143,2,0,0,3,3320,0,2008,0,"ae"
2014-07-07,382500,3,1.75,1180,4080,1.5,0,0,3,1210,0,1910,1986,"aa"
2014-07-08,819000,4,4,3840,9786,2,0,0,3,3900,0,2004,2003,"ag"
